year,tier,dir,N,m,P_A,ER_A,P_Bsat,ER_Bsat
2021,mid GO,up,30,0.6,0.2,0.12000000000000001,0.8,0.29742783559051106
2021,mid GO,up,30,0.65,0.16666666666666666,0.10833333333333334,0.8,0.3305468218897204
2021,mid GO,up,30,0.7,0.13333333333333333,0.09333333333333332,0.7333333333333333,0.33614134610236257
2021,mid GO,up,30,0.75,0.06666666666666667,0.05,0.6333333333333333,0.3110965565042335
2021,mid GO,up,30,0.8,0.03333333333333333,0.02666666666666667,0.6,0.3207950600609926
2021,mid GO,up,30,0.85,0.03333333333333333,0.028333333333333332,0.5333333333333333,0.30178845569373886
2021,mid GO,up,30,0.9,0.03333333333333333,0.030000000000000002,0.4666666666666667,0.28464312170725403
2021,mid GO,up,30,0.95,0.0,0.0,0.3333333333333333,0.2147102449674549
2021,mid GO,up,30,1.0,0.0,0.0,0.3,0.20622327712924302
2021,mid GO,up,30,1.05,0.0,0.0,0.26666666666666666,0.19032696072807484
2021,mid GO,up,30,1.1,0.0,0.0,0.2,0.1489457320258424
2021,mid GO,up,30,1.15,0.0,0.0,0.13333333333333333,0.09656345093565025
2021,mid GO,up,30,1.2,0.0,0.0,0.1,0.07689699890932267
2021,mid GO,up,30,1.25,0.0,0.0,0.1,0.08062187386387779
2021,mid GO,up,30,1.3,0.0,0.0,0.1,0.08434674881843289
2021,mid GO,up,30,1.35,0.0,0.0,0.03333333333333333,0.027826428446358503
2021,mid GO,up,30,1.4,0.0,0.0,0.03333333333333333,0.029011357894989057
2021,mid GO,up,30,1.45,0.0,0.0,0.03333333333333333,0.030196287343619625
2021,mid GO,up,30,1.5,0.0,0.0,0.0,0.0
2021,mid GO,dn,30,0.1,0.8666666666666667,0.08666666666666668,1.0,-0.039926423896469165
2021,mid GO,dn,30,0.15,0.8333333333333334,0.12499999999999999,1.0,0.0026103641552962537
2021,mid GO,dn,30,0.2,0.7333333333333333,0.1466666666666667,1.0,0.045147152207061676
2021,mid GO,dn,30,0.25,0.5666666666666667,0.14166666666666666,1.0,0.0876839402588271
2021,mid GO,dn,30,0.3,0.5,0.15,1.0,0.13022072831059253
2021,mid GO,dn,30,0.35,0.4666666666666667,0.16333333333333327,1.0,0.17275751636235792
2021,mid GO,dn,30,0.4,0.4,0.16000000000000003,1.0,0.21529430441412334
2021,mid GO,dn,30,0.45,0.3333333333333333,0.15,1.0,0.25783109246588876
2021,mid GO,dn,30,0.5,0.3,0.15,1.0,0.3003678805176541
2021,mid GO,dn,30,0.55,0.3,0.165,0.9666666666666667,0.33313361009451053
2021,mid GO,dn,30,0.6,0.3,0.18,0.9333333333333333,0.36092489917440446
2021,mid GO,dn,30,0.65,0.23333333333333334,0.1516666666666667,0.8,0.34462548592073466
2021,mid GO,dn,30,0.7,0.16666666666666666,0.11666666666666667,0.7666666666666667,0.36469110372395974
2021,mid GO,dn,30,0.75,0.13333333333333333,0.1,0.6666666666666666,0.34829889707520606
2021,mid GO,dn,30,0.8,0.13333333333333333,0.10666666666666667,0.6666666666666666,0.37707437910244207
2021,mid GO,dn,30,0.85,0.1,0.08499999999999999,0.4666666666666667,0.2886542410928011
2021,mid GO,dn,30,0.9,0.06666666666666667,0.060000000000000005,0.43333333333333335,0.2899533988430887
2021,mid GO,dn,30,0.95,0.06666666666666667,0.06333333333333332,0.36666666666666664,0.2679505683826077
2021,mid GO,dn,30,1.0,0.06666666666666667,0.06666666666666667,0.3,0.2285077651221453
2021,mid GO,dn,30,1.05,0.06666666666666667,0.07,0.26666666666666666,0.2095088141597951
2021,mid GO,dn,30,1.1,0.06666666666666667,0.07333333333333333,0.26666666666666666,0.22107272594518218
2021,mid GO,dn,30,1.15,0.06666666666666667,0.07666666666666666,0.2,0.1907860411001473
2021,mid GO,dn,30,1.2,0.06666666666666667,0.08,0.13333333333333333,0.13994423698231134
2021,mid GO,dn,30,1.25,0.06666666666666667,0.08333333333333333,0.1,0.09811706204460612
2021,mid GO,dn,30,1.3,0.06666666666666667,0.08666666666666667,0.1,0.10254174452639034
2021,mid GO,dn,30,1.35,0.06666666666666667,0.09000000000000001,0.03333333333333333,0.037296522236000836
2021,mid GO,dn,30,1.4,0.03333333333333333,0.04666666666666666,0.03333333333333333,0.03883219589906259
2021,mid GO,dn,30,1.45,0.03333333333333333,0.04833333333333333,0.03333333333333333,0.04036786956212435
2021,mid GO,dn,30,1.5,0.03333333333333333,0.05,0.03333333333333333,0.04190354322518611
2021,strong GO,up,58,0.1,0.8448275862068966,0.08448275862068964,1.0,-0.02693477125945245
2021,strong GO,up,58,0.15,0.7586206896551724,0.11379310344827587,1.0,0.022097843110821323
2021,strong GO,up,58,0.2,0.7068965517241379,0.14137931034482756,1.0,0.0711304574810951
2021,strong GO,up,58,0.25,0.6551724137931034,0.16379310344827586,1.0,0.12016307185136886
2021,strong GO,up,58,0.3,0.6379310344827587,0.1913793103448276,1.0,0.16919568622164263
2021,strong GO,up,58,0.35,0.5862068965517241,0.20517241379310341,1.0,0.2182283005919164
2021,strong GO,up,58,0.4,0.5344827586206896,0.2137931034482759,1.0,0.26726091496219023
2021,strong GO,up,58,0.45,0.5,0.22499999999999998,0.9827586206896551,0.31201379960671727
2021,strong GO,up,58,0.5,0.39655172413793105,0.19827586206896552,0.9655172413793104,0.35356179786739594
2021,strong GO,up,58,0.55,0.29310344827586204,0.16120689655172415,0.9310344827586207,0.38458479857908157
2021,strong GO,up,58,0.6,0.22413793103448276,0.13448275862068965,0.896551724137931,0.41387260660739256
2021,strong GO,up,58,0.65,0.22413793103448276,0.14568965517241378,0.8275862068965517,0.4173006681094663
2021,strong GO,up,58,0.7,0.1896551724137931,0.13275862068965516,0.7413793103448276,0.405884481801476
