d,lvl,tk,ema20,swing_at_tk,up_full,satcons,cont,W5_level,W5_slope,W5_ddpeak,W5_frozen,W10_level,W10_slope,W10_ddpeak,W10_frozen,is_seg,tk_min
2025-06-18,L4,10:40:00,226.5387719827508,235.0,268.0,1.0373500215578701,0.0,0.36296750764302604,-0.015813582392446124,0.04105361092581816,0.24216022442008417,0.2788709896456592,-0.02875290528316704,0.047344398343390326,0.2357848905114883,IS,640
2025-06-20,L3,11:51:00,225.86960699721777,165.0,194.0,0.7305099707462299,0.0,-0.0744420751742253,0.12389284534105993,0.10903275743627242,-0.08830940571356508,-0.15627863616365104,0.09212259340919718,0.08275940603474893,-0.11044303829998546,IS,711
2025-06-23,L3,09:09:00,230.3582158546256,166.0,279.0,0.7206167984247596,1.0,0.15980769528624045,0.11370294807821332,,0.0821609088206972,0.18915009725712228,0.13249473102994788,,0.10977175737256802,IS,549
2025-06-23,L4,12:20:00,230.3582158546256,229.0,279.0,0.9941038966221082,0.0,-0.0015294079033596566,-0.009497439319503668,0.16460863718847135,0.0821609088206972,0.09231260251307855,-0.019408040289488462,0.1205171035689773,0.10977175737256802,IS,740
2025-06-24,L3,09:19:00,234.99076672561364,191.0,202.0,0.8127978927062298,0.0,0.19050052915981824,0.20845062156294447,0.0,0.002612618504727924,0.21638369778511513,0.16537345757854663,0.0,0.06117845924461578,IS,559
2025-07-01,L3,09:02:00,216.7115143573886,165.0,402.0,0.7613808638146063,1.0,0.1639278612303393,,,0.3657328558563798,0.1569479461302439,,,0.2825172875154508,IS,542
2025-07-01,L4,09:05:00,216.7115143573886,217.0,402.0,1.0013311966531488,1.0,0.44660634658733894,0.3414519290921539,,0.3657328558563798,0.3658873078410986,0.26185480265630795,,0.2825172875154508,IS,545
2025-07-01,L5,09:12:00,216.7115143573886,268.0,402.0,1.2366671000140272,,0.3884467201790987,0.03213001228203216,,0.3657328558563798,0.32077682014717057,0.020905343903143303,,0.2825172875154508,IS,552
2025-07-02,L3,12:19:00,234.35803679954208,167.0,193.0,0.7125849076080258,0.0,0.05899649210237174,-0.013126068036884299,0.20638486976998366,-0.24423491791778953,0.05247289887590328,-0.02648052594663757,0.1687937152935781,-0.11717610148343363,IS,739
2025-07-03,L3,11:32:00,230.41917615196664,169.0,169.0,0.7334458998696388,0.0,-0.42278063945257127,-0.1250093799239279,0.1926126282288158,-0.457841101990021,-0.22888213049465123,-0.08897382082385374,0.1057173914385275,-0.3285357829013735,IS,692
2025-07-07,L3,09:30:00,234.7059469180498,180.0,180.0,0.7669170822622957,0.0,-0.17420908621026635,0.16882009876145213,0.0,-0.41653829013624183,-0.20795419258792797,0.14355227844358875,0.0,-0.4114816327146234,IS,570
2025-07-08,L3,10:55:00,237.3053805449022,170.0,174.0,0.7163765086558294,0.0,-0.09433364039767672,0.03189707834405728,0.08445257648523505,-0.01917835679146495,-0.041552694075547944,0.032847771711925725,0.10541201126280751,0.017109716177442343,IS,655
2025-07-09,L3,09:53:00,239.08582049300674,176.0,327.0,0.7361373402951263,1.0,0.2043521294550944,-0.13019479288167313,0.14725954121174084,0.33167405691468094,0.1550755349984897,-0.0751268212428686,0.10584306693194762,0.2609186019304373,IS,593
2025-07-09,L4,09:59:00,239.08582049300674,236.0,327.0,0.987093251759374,1.0,0.525130670200732,0.14060066474101834,0.0,0.33167405691468094,0.39538845074553663,0.10622650147045165,0.0,0.2609186019304373,IS,599
2025-07-09,L5,12:43:00,239.08582049300674,297.0,327.0,1.2422317617480259,,0.6811600604263132,0.08288514898285337,0.0,0.33167405691468094,0.5276526952684722,0.06742994571566013,0.0,0.2609186019304373,IS,763
2025-07-10,L3,10:30:00,247.45859949367275,186.0,237.0,0.7516408820731074,0.0,0.18469819101759294,0.01741755970884243,0.07390252422655252,-0.07466527067995062,0.11865800203701857,0.0006882355842273563,0.07067497499973599,-0.05675364435288466,IS,630
